Stock-ID,Timestamp,actual stock price at that timestamp,mean of 30 data points,actual stock price – mean,% deviation over and above the threshold
NMR,04-09-2023,5.90,6.331666666666667,6.882264150943396,0.004316666666666667
NMR,05-09-2023,5.99,6.331666666666667,6.882264150943396,0.0034166666666666677
NMR,06-09-2023,6.05,6.331666666666667,6.882264150943396,0.0028166666666666717
NMR,07-09-2023,6.08,6.331666666666667,6.882264150943396,0.0025166666666666692
NMR,08-09-2023,6.09,6.331666666666667,6.882264150943396,0.0024166666666666716
NMR,09-09-2023,6.14,6.331666666666667,6.882264150943396,0.0019166666666666733
NMR,10-09-2023,6.16,6.331666666666667,6.882264150943396,0.0017166666666666686
NMR,11-09-2023,6.10,6.331666666666667,6.882264150943396,0.0023166666666666735
NMR,12-09-2023,6.19,6.331666666666667,6.882264150943396,0.0014166666666666661
NMR,13-09-2023,6.14,6.331666666666667,6.882264150943396,0.0019166666666666733
NMR,14-09-2023,6.10,6.331666666666667,6.882264150943396,0.0023166666666666735
NMR,15-09-2023,6.14,6.331666666666667,6.882264150943396,0.0019166666666666733
NMR,16-09-2023,6.22,6.331666666666667,6.882264150943396,0.0011166666666666725
NMR,17-09-2023,6.30,6.331666666666667,6.882264150943396,0.00031666666666667174
NMR,18-09-2023,6.29,6.331666666666667,6.882264150943396,0.0004166666666666696
NMR,20-09-2023,6.39,6.331666666666667,6.882264150943396,0.0005833333333333268
NMR,21-09-2023,6.42,6.331666666666667,6.882264150943396,0.0008833333333333293
NMR,22-09-2023,6.41,6.331666666666667,6.882264150943396,0.0007833333333333314
NMR,23-09-2023,6.47,6.331666666666667,6.882264150943396,0.0013833333333333276
NMR,24-09-2023,6.48,6.331666666666667,6.882264150943396,0.0014833333333333343
NMR,25-09-2023,6.57,6.331666666666667,6.882264150943396,0.002383333333333333
NMR,26-09-2023,6.57,6.331666666666667,6.882264150943396,0.002383333333333333
NMR,27-09-2023,6.53,6.331666666666667,6.882264150943396,0.0019833333333333326
NMR,28-09-2023,6.60,6.331666666666667,6.882264150943396,0.0026833333333333266
NMR,29-09-2023,6.57,6.331666666666667,6.882264150943396,0.002383333333333333
NMR,30-09-2023,6.60,6.331666666666667,6.882264150943396,0.0026833333333333266
NMR,01-10-2023,6.65,6.331666666666667,6.882264150943396,0.0031833333333333336
NMR,02-10-2023,6.71,6.331666666666667,6.882264150943396,0.0037833333333333295
NMR,03-10-2023,6.74,6.331666666666667,6.882264150943396,0.004083333333333332
