Stock-ID,Timestamp,actual stock price at that timestamp,mean of 30 data points,actual stock price – mean,% deviation over and above the threshold
FLTR,17-09-2023,16283.40,16624.718666666668,17230.753396226424,3.4131866666666792,16624.718666666668,17230.753396226424,3.4131866666666792
FLTR,18-09-2023,16397.39,16624.718666666668,17230.753396226424,2.2732866666666816,16624.718666666668,17230.753396226424,2.2732866666666816
FLTR,19-09-2023,16561.36,16624.718666666668,17230.753396226424,0.6335866666666697,16624.718666666668,17230.753396226424,0.6335866666666697
FLTR,20-09-2023,16644.17,16624.718666666668,17230.753396226424,0.19451333333330695,16624.718666666668,17230.753396226424,0.19451333333330695
FLTR,21-09-2023,16793.97,16624.718666666668,17230.753396226424,1.692513333333336,16624.718666666668,17230.753396226424,1.692513333333336
FLTR,22-09-2023,16760.38,16624.718666666668,17230.753396226424,1.3566133333333346,16624.718666666668,17230.753396226424,1.3566133333333346
FLTR,24-09-2023,16493.29,16624.718666666668,17230.753396226424,1.3142866666666668,16624.718666666668,17230.753396226424,1.3142866666666668
FLTR,25-09-2023,16344.85,16624.718666666668,17230.753396226424,2.798686666666672,16624.718666666668,17230.753396226424,2.798686666666672
FLTR,26-09-2023,16263.12,16624.718666666668,17230.753396226424,3.6159866666666676,16624.718666666668,17230.753396226424,3.6159866666666676
FLTR,27-09-2023,16328.17,16624.718666666668,17230.753396226424,2.965486666666675,16624.718666666668,17230.753396226424,2.965486666666675
FLTR,28-09-2023,16475.13,16624.718666666668,17230.753396226424,1.4958866666666655,16624.718666666668,17230.753396226424,1.4958866666666655
FLTR,02-10-2023,16789.64,16624.718666666668,17230.753396226424,1.6492133333333185,16624.718666666668,17230.753396226424,1.6492133333333185
FLTR,03-10-2023,16756.06,16624.718666666668,17230.753396226424,1.3134133333333375,16624.718666666668,17230.753396226424,1.3134133333333375
FLTR,04-10-2023,16588.50,16624.718666666668,17230.753396226424,0.3621866666666756,16624.718666666668,17230.753396226424,0.3621866666666756
FLTR,05-10-2023,16505.56,16624.718666666668,17230.753396226424,1.1915866666666626,16624.718666666668,17230.753396226424,1.1915866666666626
FLTR,06-10-2023,16720.13,16624.718666666668,17230.753396226424,0.9541133333333346,16624.718666666668,17230.753396226424,0.9541133333333346
FLTR,07-10-2023,16803.73,16624.718666666668,17230.753396226424,1.7901133333333201,16624.718666666668,17230.753396226424,1.7901133333333201
FLTR,08-10-2023,16786.92,16624.718666666668,17230.753396226424,1.6220133333333069,16624.718666666668,17230.753396226424,1.6220133333333069
FLTR,10-10-2023,16768.93,16624.718666666668,17230.753396226424,1.4421133333333274,16624.718666666668,17230.753396226424,1.4421133333333274
FLTR,11-10-2023,16785.70,16624.718666666668,17230.753396226424,1.6098133333333318,16624.718666666668,17230.753396226424,1.6098133333333318
FLTR,12-10-2023,16802.48,16624.718666666668,17230.753396226424,1.77761333333332,16624.718666666668,17230.753396226424,1.77761333333332
FLTR,13-10-2023,16701.67,16624.718666666668,17230.753396226424,0.769513333333307,16624.718666666668,17230.753396226424,0.769513333333307
FLTR,14-10-2023,16768.48,16624.718666666668,17230.753396226424,1.43761333333332,16624.718666666668,17230.753396226424,1.43761333333332
FLTR,15-10-2023,16818.78,16624.718666666668,17230.753396226424,1.9406133333333129,16624.718666666668,17230.753396226424,1.9406133333333129
FLTR,16-10-2023,16667.41,16624.718666666668,17230.753396226424,0.42691333333332293,16624.718666666668,17230.753396226424,0.42691333333332293
